BatName,BowlName,0s,1s,2s,3s,4s,6s,Out,BowlclustNo,BatclustNo
Ankit Sharma ,MA Starc,0.5,0,0,0,0,0,0.5,3,3
Ankit Sharma ,YS Chahal,0,0.6666666667,0,0,0,0,0.3333333333,3,3
Anureet Singh ,A Nehra,0.6666666667,0.1666666667,0,0,0,0,0.1666666667,3,3
Anureet Singh ,B Kumar,0.5,0,0,0,0,0,0.5,4,3
Anureet Singh ,CH Morris,0.6666666667,0,0,0,0,0,0.3333333333,0,3
Anureet Singh ,DJ Bravo,0.3333333333,0.5555555556,0,0,0,0,0.1111111111,0,3
Anureet Singh ,Imran Tahir,0,0.5,0,0,0,0.25,0.25,0,3
Anureet Singh ,JP Faulkner,0.5,0,0,0,0,0,0.5,4,3
Anureet Singh ,M Morkel,0.5,0,0,0,0,0,0.5,3,3
Anureet Singh ,MA Starc,0.6666666667,0,0,0,0,0,0.3333333333,3,3
Anureet Singh ,MM Sharma,0.6,0.2,0,0,0,0,0.2,0,3
Anureet Singh ,P Kumar,0.5,0,0,0,0,0,0.5,0,3
Anureet Singh ,R Ashwin,0,0.6666666667,0,0,0,0,0.3333333333,0,3
Anureet Singh ,RA Jadeja,0,0.5,0,0,0,0,0.5,4,3
Azhar Mahmood ,JP Faulkner,0.5,0,0.25,0,0,0,0.25,2,4
Azhar Mahmood ,SR Watson,0.6,0,0,0,0.2,0,0.2,4,4
B Kumar ,AD Russell,0.5,0,0,0,0,0,0.5,0,0
B Kumar ,KA Pollard,0.5,0,0,0,0,0,0.5,2,0
B Kumar ,MJ McClenaghan,0.5,0,0,0,0,0,0.5,0,0
B Kumar ,Vinay Kumar,0.4,0,0.2,0,0.2,0,0.2,4,0
B Kumar ,UT Yadav,0,0.25,0,0,0.25,0.25,0.25,4,0
BB McCullum ,AR Patel,0.5,0.2,0,0,0.2,0,0.1,3,3
BB McCullum ,Ankit Sharma,0.5,0,0,0,0.3333333333,0,0.1666666667,3,3
BB McCullum ,Ankit Sharma,0.3636363636,0.4545454545,0,0,0.0909090909,0,0.0909090909,3,3
BB McCullum ,Anureet Singh,0.1428571429,0.4285714286,0.1428571429,0,0,0.1428571429,0.1428571429,0,3
BB McCullum ,B Kumar,0.5,0.25,0,0,0,0.125,0.125,2,3
BB McCullum ,B Kumar,0.6666666667,0,0,0,0,0,0.3333333333,2,3
BB McCullum ,BE Hendricks,0.4,0.2,0,0,0.2,0,0.2,1,3
BB McCullum ,CH Morris,0.3333333333,0,0,0,0.3333333333,0,0.3333333333,0,3
BB McCullum ,D Wiese,0.6,0,0,0,0.2,0,0.2,3,3
BB McCullum ,GB Hogg,0.5,0,0,0,0,0,0.5,3,3
BB McCullum ,HV Patel,0,0.5,0,0,0,0,0.5,4,3
BB McCullum ,Harbhajan Singh,0.1428571429,0.1428571429,0.1428571429,0,0.4285714286,0,0.1428571429,0,3
BB McCullum ,I Sharma,0.3076923077,0.1538461538,0.0769230769,0,0.1538461538,0.2307692308,0.0769230769,2,3
BB McCullum ,J Suchith,0.25,0.5,0,0,0,0,0.25,3,3
BB McCullum ,J Suchith,0,0.6666666667,0,0,0,0,0.3333333333,3,3
BB McCullum ,JP Faulkner,0.3529411765,0.2941176471,0.1176470588,0,0.1764705882,0,0.0588235294,2,3
BB McCullum ,KV Sharma,0.4285714286,0.2857142857,0,0,0,0.2142857143,0.0714285714,0,3
BB McCullum ,MA Starc,0.3333333333,0,0.1666666667,0,0.3333333333,0,0.1666666667,3,3
BB McCullum ,MA Starc,0.5,0,0,0,0.25,0,0.25,3,3
BB McCullum ,MG Johnson,0.5333333333,0.1333333333,0.0666666667,0,0.1333333333,0.0666666667,0.0666666667,0,3
BB McCullum ,MJ McClenaghan,0.25,0.25,0,0,0,0.25,0.25,0,3
BB McCullum ,NM Coulter-Nile,0.3333333333,0,0,0,0.3333333333,0,0.3333333333,3,3
BB McCullum ,P Suyal,0,0.6,0,0,0,0.2,0.2,1,3
BB McCullum ,PJ Cummins,0.3636363636,0,0.0909090909,0,0.1818181818,0.2727272727,0.0909090909,3,3
BB McCullum ,PJ Cummins,0.5,0,0,0,0.1666666667,0.1666666667,0.1666666667,1,3
BB McCullum ,PP Chawla,0.6,0,0,0,0.2,0,0.2,1,3
BB McCullum ,PV Tambe,0.3333333333,0,0,0,0.3333333333,0,0.3333333333,4,3
BB McCullum ,PV Tambe,0.5,0.2857142857,0,0,0,0.1428571429,0.0714285714,0,3
BB McCullum ,Parvez Rasool,0.5,0,0,0,0.1666666667,0.1666666667,0.1666666667,0,3
BB McCullum ,R Bhatia,0.2857142857,0.3571428571,0.1428571429,0,0.0714285714,0.0714285714,0.0714285714,2,3
BB McCullum ,Vinay Kumar,0.1666666667,0,0.1666666667,0,0.5,0,0.1666666667,4,3
BB McCullum ,RS Bopara,0.3,0.5,0,0,0.1,0,0.1,3,3
BB McCullum ,S Nadeem,0.5,0.25,0.0833333333,0,0.0833333333,0,0.0833333333,0,3
BB McCullum ,SL Malinga,0.2222222222,0.2222222222,0,0,0.3333333333,0.1111111111,0.1111111111,0,3
BB McCullum ,SR Watson,0.375,0.25,0,0,0.125,0.125,0.125,0,3
BB McCullum ,Sandeep Sharma,0.4375,0.0625,0.125,0,0.25,0.0625,0.0625,4,3
BB McCullum ,Sandeep Sharma,0.3333333333,0.3333333333,0,0,0,0,0.3333333333,4,3
BB McCullum ,TA Boult,0,0,0,0,0.75,0,0.25,3,3
BB McCullum ,TA Boult,0.2727272727,0.2727272727,0,0,0.2727272727,0.0909090909,0.0909090909,3,3
BB McCullum ,UT Yadav,0,0,0,0,0.5,0,0.5,4,3
BB McCullum ,UT Yadav,0.5,0.1666666667,0,0,0.1666666667,0,0.1666666667,4,3
BB McCullum ,YS Chahal,0.75,0,0,0,0,0,0.25,0,3
BB McCullum ,YS Chahal,0.5,0.1666666667,0,0,0.1666666667,0,0.1666666667,0,3
BB McCullum ,Z Khan,0.7272727273,0.1818181818,0,0,0,0,0.0909090909,4,3
BE Hendricks ,A Nehra,0.3333333333,0.3333333333,0,0,0,0,0.3333333333,4,0
Bipul Sharma ,PP Chawla,0.3333333333,0.3333333333,0,0,0,0,0.3333333333,4,0
CH Gayle ,A Mishra,0,0.6,0,0,0,0.2,0.2,4,1
CH Gayle ,A Nehra,0.6666666667,0.1111111111,0,0,0,0.1111111111,0.1111111111,4,1
CH Gayle ,AD Mathews,0.4,0.4,0,0,0,0,0.2,0,1
CH Gayle ,AD Russell,0,0.5,0,0,0.25,0,0.25,0,1
CH Gayle ,AR Patel,0.4615384615,0.1538461538,0,0,0.0769230769,0.2307692308,0.0769230769,3,1
CH Gayle ,Anureet Singh,0.5,0,0,0,0,0,0.5,3,1
CH Gayle ,Anureet Singh,0.4444444444,0.4444444444,0,0,0,0,0.1111111111,0,1
CH Gayle ,B Kumar,0.1428571429,0,0,0,0.4285714286,0.2857142857,0.1428571429,2,1
CH Gayle ,B Kumar,0.625,0,0,0,0.25,0,0.125,2,1
CH Gayle ,BE Hendricks,0,0.3333333333,0.3333333333,0,0,0,0.3333333333,1,1
CH Gayle ,CH Morris,0.5,0.1,0,0,0.2,0.1,0.1,0,1
CH Gayle ,CH Morris,0.5833333333,0.0833333333,0,0,0.25,0,0.0833333333,0,1
CH Gayle ,DJ Bravo,0.5,0.25,0,0,0,0,0.25,4,1
CH Gayle ,DJ Muthuswami,0.4285714286,0,0,0,0.2857142857,0.1428571429,0.1428571429,1,1
CH Gayle ,DS Kulkarni,0.5,0.1666666667,0,0,0.1666666667,0,0.1666666667,2,1
CH Gayle ,DS Kulkarni,0.5555555556,0.1111111111,0,0,0.1111111111,0.1111111111,0.1111111111,2,1
CH Gayle ,DW Steyn,0,0.25,0,0,0.25,0.25,0.25,4,1
CH Gayle ,GB Hogg,0.5,0,0,0,0,0.3333333333,0.1666666667,3,1
CH Gayle ,GJ Maxwell,0.3333333333,0.3333333333,0,0,0,0.2222222222,0.1111111111,3,1
CH Gayle ,Harbhajan Singh,0.4,0.4,0,0,0,0,0.2,4,1
CH Gayle ,Imran Tahir,0.3333333333,0.3333333333,0,0,0.1111111111,0.1111111111,0.1111111111,3,1
CH Gayle ,J Yadav,0.6,0.2,0,0,0,0,0.2,1,1
CH Gayle ,JJ Bumrah,0.1666666667,0.5,0.1666666667,0,0,0,0.1666666667,0,1
CH Gayle ,JP Duminy,0.25,0.25,0,0,0.25,0,0.25,0,1
CH Gayle ,JP Faulkner,0.4,0.4,0,0,0,0,0.2,2,1
CH Gayle ,KC Cariappa,0.2857142857,0.2857142857,0,0,0.1428571429,0.1428571429,0.1428571429,3,1
CH Gayle ,Karanveer Singh,0,0.3333333333,0,0,0.1666666667,0.3333333333,0.1666666667,1,1
CH Gayle ,M Morkel,0.2222222222,0.3333333333,0,0,0.2222222222,0.1111111111,0.1111111111,2,1
CH Gayle ,MC Henriques,0.5,0,0,0,0,0,0.5,0,1
CH Gayle ,MG Johnson,0.3076923077,0.1538461538,0,0,0.2307692308,0.2307692308,0.0769230769,0,1
CH Gayle ,MJ McClenaghan,0.4285714286,0.2857142857,0,0,0,0.1428571429,0.1428571429,0,1
CH Gayle ,MJ McClenaghan,0.7142857143,0.1428571429,0,0,0,0,0.1428571429,0,1
CH Gayle ,MM Sharma,0.4615384615,0.2307692308,0.1538461538,0,0.0769230769,0,0.0769230769,2,1
CH Gayle ,NM Coulter-Nile,0.5,0.1875,0.0625,0,0.125,0.0625,0.0625,3,1
CH Gayle ,P Kumar,0.5,0,0,0,0.25,0,0.25,4,1
CH Gayle ,PJ Cummins,0,0.75,0,0,0,0,0.25,1,1
CH Gayle ,PP Chawla,0.2,0.4,0,0,0,0.2,0.2,4,1
CH Gayle ,R Ashwin,0.6923076923,0.1538461538,0,0,0.0769230769,0,0.0769230769,4,1
CH Gayle ,R Dhawan,0,0.75,0,0,0,0,0.25,3,1
CH Gayle ,SK Raina,0.2222222222,0.4444444444,0,0,0,0.2222222222,0.1111111111,0,1
CH Gayle ,SL Malinga,0.5714285714,0.1428571429,0,0,0.1428571429,0,0.1428571429,0,1
CH Gayle ,SL Malinga,0.7,0.2,0,0,0,0,0.1,0,1
CH Gayle ,SP Narine,0.4705882353,0.2941176471,0.0588235294,0,0.1176470588,0,0.0588235294,0,1
CH Gayle ,SR Watson,0.75,0,0,0,0,0,0.25,4,1
CH Gayle ,SR Watson,0.5,0.25,0,0,0,0,0.25,4,1
CH Gayle ,Sandeep Sharma,0.3076923077,0.3076923077,0,0,0.1538461538,0.1538461538,0.0769230769,2,1
CH Gayle ,Sandeep Sharma,0.5555555556,0.1111111111,0,0,0.1111111111,0.1111111111,0.1111111111,4,1
CH Gayle ,Shakib Al Hasan,0.25,0.375,0,0,0,0.25,0.125,4,1
CH Gayle ,TA Boult,0.4285714286,0.1428571429,0.1428571429,0,0,0.1428571429,0.1428571429,3,1
CH Gayle ,TG Southee,0.4,0,0,0,0.2,0.2,0.2,0,1
CH Gayle ,UT Yadav,0,0,0,0,0,0.5,0.5,4,1
CH Gayle ,YK Pathan,0.1538461538,0.5384615385,0,0,0.0769230769,0.1538461538,0.0769230769,0,1
CH Gayle ,Z Khan,0.5,0,0,0,0,0,0.5,4,1
CH Morris ,AD Mathews,0,0.5,0,0,0.25,0,0.25,0,4
CH Morris ,AR Patel,0.3333333333,0.3333333333,0,0,0,0,0.3333333333,3,4
CH Morris ,Anureet Singh,0.3333333333,0.3333333333,0.1666666667,0,0,0,0.1666666667,0,4
CH Morris ,B Kumar,0,0.4285714286,0.1428571429,0,0.2857142857,0,0.1428571429,2,4
CH Morris ,DJ Bravo,0,0.4285714286,0.2857142857,0,0,0.1428571429,0.1428571429,4,4
CH Morris ,HV Patel,0,0.6666666667,0,0,0,0,0.3333333333,0,4
CH Morris ,Imran Tahir,0.25,0.25,0,0,0,0.25,0.25,3,4
CH Morris ,M Morkel,0,0.6666666667,0,0,0,0,0.3333333333,2,4
CH Morris ,MA Starc,0,0.5,0,0,0,0,0.5,3,4
CH Morris ,MA Starc,0.6666666667,0,0,0,0,0,0.3333333333,3,4
CH Morris ,MG Johnson,0,0.5,0,0,0,0,0.5,0,4
CH Morris ,MM Sharma,0.2,0.6,0,0,0,0,0.2,2,4
CH Morris ,P Kumar,0,0.1666666667,0.1666666667,0,0,0.5,0.1666666667,4,4
CH Morris ,S Aravind,0.5,0,0,0,0,0,0.5,0,4
CH Morris ,UT Yadav,0.25,0.5,0,0,0,0,0.25,4,4
CJ Anderson ,A Nehra,0.75,0,0,0,0.125,0,0.125,4,4
CJ Anderson ,AD Russell,0.4545454545,0.3636363636,0,0,0,0.0909090909,0.0909090909,0,4
CJ Anderson ,AR Patel,0.6666666667,0,0,0,0,0,0.3333333333,0,4
CJ Anderson ,CH Morris,0.5384615385,0.0769230769,0.0769230769,0,0.1538461538,0.0769230769,0.0769230769,0,4
CJ Anderson ,DJ Hooda,0.5,0.25,0,0,0,0,0.25,1,4
CJ Anderson ,DS Kulkarni,0.25,0.5,0,0,0,0,0.25,2,4
CJ Anderson ,JP Faulkner,0.6666666667,0,0.1111111111,0,0,0.1111111111,0.1111111111,2,4
CJ Anderson ,M Morkel,0.7,0.1,0,0,0.1,0,0.1,2,4
CJ Anderson ,MG Johnson,0.8,0,0,0,0,0,0.2,0,4
CJ Anderson ,PP Chawla,0.1666666667,0.3333333333,0,0,0.3333333333,0,0.1666666667,4,4
CJ Anderson ,PV Tambe,0.1666666667,0.5,0,0,0.1666666667,0,0.1666666667,0,4
CJ Anderson ,SP Narine,0.2857142857,0.5714285714,0,0,0,0,0.1428571429,0,4
CJ Anderson ,STR Binny,0.5,0,0,0,0.25,0,0.25,0,4
CJ Anderson ,Sandeep Sharma,0.5,0.1666666667,0,0,0.1666666667,0,0.1666666667,2,4
CJ Anderson ,Shakib Al Hasan,0.1,0.3,0.2,0,0.1,0.2,0.1,3,4
CJ Anderson ,TG Southee,0.2,0.2,0,0,0.2,0.2,0.2,0,4
CJ Anderson ,UT Yadav,0,0.3333333333,0.3333333333,0,0,0,0.3333333333,4,4
CM Gautam ,A Nehra,0.5,0,0.25,0,0,0,0.25,4,0
CM Gautam ,MM Sharma,0,0.6666666667,0,0,0,0,0.3333333333,2,0
D Wiese ,A Nehra,0.2857142857,0.5714285714,0,0,0,0,0.1428571429,4,0
D Wiese ,A Nehra,0,0.3333333333,0.3333333333,0,0,0,0.3333333333,4,0
D Wiese ,A Nehra,0.6,0.2,0,0,0,0,0.2,4,0
D Wiese ,AD Russell,0,0.6,0.2,0,0,0,0.2,0,0
D Wiese ,AR Patel,0,0.5,0,0,0,0,0.5,3,0
D Wiese ,Anureet Singh,0.2,0.6,0,0,0,0,0.2,0,0
D Wiese ,DJ Bravo,0.2,0.2,0.2,0,0,0.2,0.2,4,0
D Wiese ,DJ Bravo,0.4545454545,0.2727272727,0,0,0.1818181818,0,0.0909090909,4,0
D Wiese ,DJ Bravo,0.1666666667,0.5,0,0,0.1666666667,0,0.1666666667,4,0
D Wiese ,DS Kulkarni,0.5,0,0,0,0.3333333333,0,0.1666666667,2,0
D Wiese ,HH Pandya,0,0.4,0,0,0.2,0.2,0.2,4,0
D Wiese ,Harbhajan Singh,0.5,0.1666666667,0,0,0.1666666667,0,0.1666666667,3,0
D Wiese ,JJ Bumrah,0,0.5,0,0,0,0.25,0.25,0,0
D Wiese ,KA Pollard,0.1666666667,0.3333333333,0.1666666667,0,0.1666666667,0,0.1666666667,2,0
D Wiese ,MJ McClenaghan,0.1666666667,0.1666666667,0,0,0.5,0,0.1666666667,0,0
D Wiese ,MM Sharma,0,0.5,0,0,0.25,0,0.25,2,0
D Wiese ,MM Sharma,0.5,0,0,0,0,0,0.5,2,0
D Wiese ,MM Sharma,0.25,0.25,0,0,0,0.25,0.25,2,0
D Wiese ,PV Tambe,0,0.5,0,0,0,0,0.5,0,0
D Wiese ,RA Jadeja,0,0.75,0,0,0,0,0.25,4,0
D Wiese ,SL Malinga,0.5,0.25,0,0,0,0,0.25,4,0
D Wiese ,SR Watson,0,0.6666666667,0,0,0,0,0.3333333333,4,0
D Wiese ,UT Yadav,0,0.5,0.25,0,0,0,0.25,4,0
DA Miller ,A Mishra,0,0.5,0,0,0,0,0.5,4,2
DA Miller ,A Mishra,0.1666666667,0.5,0,0,0.1666666667,0,0.1666666667,4,2
DA Miller ,AD Mathews,0.3,0.4,0,0,0.2,0,0.1,0,2
DA Miller ,AD Russell,0,0.1666666667,0,0,0.3333333333,0.3333333333,0.1666666667,0,2
DA Miller ,B Kumar,0.1,0.2,0.4,0,0,0.2,0.1,2,2
DA Miller ,CH Morris,0.8,0,0,0,0,0,0.2,0,2
DA Miller ,CH Morris,0,0.5,0,0,0,0,0.5,0,2
DA Miller ,DJ Hooda,0.2307692308,0.3076923077,0.1538461538,0,0.0769230769,0.1538461538,0.0769230769,1,2
DA Miller ,DS Kulkarni,0.5,0,0,0,0,0,0.5,2,2
DA Miller ,GB Hogg,0.3333333333,0.3333333333,0,0,0,0,0.3333333333,3,2
DA Miller ,HV Patel,0,0.5,0,0,0,0,0.5,4,2
DA Miller ,Harbhajan Singh,0.25,0.4166666667,0,0,0.25,0,0.0833333333,4,2
DA Miller ,Harbhajan Singh,0.4166666667,0.3333333333,0.0833333333,0,0.0833333333,0,0.0833333333,0,2
DA Miller ,I Sharma,0.4,0,0,0,0.2,0.3,0.1,2,2
DA Miller ,Imran Tahir,0.375,0.25,0,0,0.125,0.125,0.125,3,2
DA Miller ,Imran Tahir,0,0.5,0,0,0,0,0.5,3,2
DA Miller ,J Suchith,0.1666666667,0.5,0,0,0.1666666667,0,0.1666666667,3,2
DA Miller ,J Suchith,0.2307692308,0.5384615385,0.0769230769,0,0,0.0769230769,0.0769230769,3,2
DA Miller ,JP Duminy,0.3636363636,0.4545454545,0.0909090909,0,0,0,0.0909090909,0,2
DA Miller ,JP Duminy,0.3333333333,0.5,0,0,0,0,0.1666666667,0,2
DA Miller ,JP Faulkner,0.6666666667,0,0,0,0,0.2222222222,0.1111111111,2,2
DA Miller ,KA Pollard,0,0.25,0.5,0,0,0,0.25,2,2
DA Miller ,KA Pollard,0.25,0.25,0,0,0.25,0,0.25,2,2
DA Miller ,KV Sharma,0.25,0.5,0,0,0.125,0,0.125,0,2
DA Miller ,KV Sharma,0.25,0.25,0.125,0,0,0.25,0.125,0,2
DA Miller ,MA Starc,0.4,0.4,0,0,0,0,0.2,3,2
DA Miller ,MC Henriques,0.2,0.7,0,0,0,0,0.1,0,2
DA Miller ,MC Henriques,0.125,0.625,0.125,0,0,0,0.125,0,2
DA Miller ,MJ McClenaghan,0.75,0,0,0,0,0,0.25,0,2
DA Miller ,NM Coulter-Nile,0.5,0.3333333333,0,0,0,0,0.1666666667,3,2
DA Miller ,P Negi,0.75,0,0,0,0,0,0.25,3,2
DA Miller ,PV Tambe,0,0.6,0.2,0,0,0,0.2,0,2
DA Miller ,PV Tambe,0.25,0.5,0,0,0,0,0.25,0,2
DA Miller ,R Ashwin,0.5,0.375,0,0,0,0,0.125,4,2
DA Miller ,R Ashwin,0.6666666667,0.1666666667,0,0,0,0,0.1666666667,4,2
DA Miller ,R Tewatia,0,0.5,0,0,0,0,0.5,1,2
DA Miller ,Vinay Kumar,0.4,0.4,0,0,0,0,0.2,4,2
DA Miller ,RA Jadeja,0.1666666667,0.3333333333,0.1666666667,0,0.1666666667,0,0.1666666667,4,2
DA Miller ,RA Jadeja,0.4,0.4,0,0,0,0,0.2,4,2
DA Miller ,S Aravind,0.5714285714,0.1428571429,0,0,0.1428571429,0,0.1428571429,0,2
DA Miller ,SL Malinga,0.4,0.4,0,0,0,0,0.2,4,2
DA Miller ,SL Malinga,0.2,0.4,0.2,0,0,0,0.2,4,2
DA Miller ,SR Watson,0,0.2,0.4,0,0,0.2,0.2,4,2
DA Miller ,STR Binny,0.5,0,0.125,0,0.25,0,0.125,3,2
DA Miller ,TA Boult,0.2727272727,0.3636363636,0.0909090909,0,0,0.1818181818,0.0909090909,3,2
DA Miller ,TG Southee,0.4285714286,0.1428571429,0,0,0.1428571429,0.1428571429,0.1428571429,0,2
DA Miller ,UT Yadav,0,0.6,0.2,0,0,0,0.2,4,2
DA Miller ,YS Chahal,0,0.25,0,0,0,0.5,0.25,0,2
DA Miller ,Z Khan,0.5,0.3333333333,0,0,0,0,0.1666666667,4,2
DA Warner ,A Nehra,0.1818181818,0.2727272727,0.0909090909,0,0.3636363636,0,0.0909090909,4,1
DA Warner ,A Nehra,0,0.8,0,0,0,0,0.2,4,1
DA Warner ,AB Dinda,0.125,0.625,0.125,0,0,0,0.125,2,1
DA Warner ,AR Patel,0.375,0.375,0,0,0.125,0,0.125,3,1
DA Warner ,AR Patel,0.2222222222,0.4444444444,0,0,0,0.2222222222,0.1111111111,3,1
DA Warner ,Anureet Singh,0.5,0,0,0,0,0,0.5,0,1
DA Warner ,Anureet Singh,0.4285714286,0.1428571429,0,0,0.2857142857,0.0714285714,0.0714285714,0,1
DA Warner ,BE Hendricks,0.2,0.4,0.2,0,0,0.1,0.1,1,1
DA Warner ,CH Morris,0.4285714286,0,0,0,0.4285714286,0,0.1428571429,0,1
DA Warner ,CH Morris,0.6363636364,0.0909090909,0.0909090909,0,0.0909090909,0,0.0909090909,0,1
DA Warner ,D Wiese,0.1428571429,0.4285714286,0,0,0.2857142857,0,0.1428571429,3,1
DA Warner ,DJ Bravo,0.3333333333,0.3333333333,0,0,0,0,0.3333333333,4,1
DA Warner ,DJ Bravo,0.2,0.3,0.4,0,0,0,0.1,4,1
DA Warner ,DJ Hooda,0.5,0,0,0,0,0,0.5,1,1
DA Warner ,DJ Hooda,0.25,0,0,0,0.5,0,0.25,1,1
DA Warner ,DJ Muthuswami,0.2222222222,0,0.2222222222,0,0.4444444444,0,0.1111111111,1,1
DA Warner ,DJG Sammy,0,0.6666666667,0,0,0,0,0.3333333333,3,1
DA Warner ,DS Kulkarni,0.5,0.25,0,0,0,0,0.25,2,1
DA Warner ,DS Kulkarni,0.3333333333,0.3333333333,0,0,0,0,0.3333333333,2,1
DA Warner ,GJ Maxwell,0.4285714286,0.4285714286,0,0,0,0,0.1428571429,3,1
DA Warner ,Gurkeerat Singh,0.2727272727,0.2727272727,0.0909090909,0,0.1818181818,0.0909090909,0.0909090909,1,1
DA Warner ,HV Patel,0.25,0,0.25,0,0.25,0,0.25,4,1
DA Warner ,HV Patel,0.1666666667,0,0,0,0.5,0.1666666667,0.1666666667,0,1
DA Warner ,Harbhajan Singh,0.5,0,0,0,0.25,0,0.25,0,1
DA Warner ,IC Pandey,0.5,0.1666666667,0,0,0.0833333333,0.1666666667,0.0833333333,3,1
DA Warner ,J Botha,0.4,0.2666666667,0.0666666667,0,0.2,0,0.0666666667,0,1
DA Warner ,J Yadav,0.2,0.4,0,0,0.2,0,0.2,1,1
DA Warner ,JP Duminy,0.5,0.3333333333,0,0,0,0,0.1666666667,0,1
DA Warner ,M Morkel,0.2222222222,0.3333333333,0,0,0.3333333333,0,0.1111111111,2,1
DA Warner ,M Vijay,0.3333333333,0.4444444444,0.1111111111,0,0,0,0.1111111111,1,1
DA Warner ,MA Starc,0.1,0.5,0.2,0,0.1,0,0.1,3,1
DA Warner ,MG Johnson,0,0.25,0,0,0.5,0.125,0.125,0,1
DA Warner ,MJ McClenaghan,0.5,0,0,0,0,0,0.5,0,1
DA Warner ,MM Sharma,0.1,0.2,0,0,0.5,0.1,0.1,2,1
DA Warner ,MM Sharma,0.1428571429,0.4285714286,0.1428571429,0,0,0.1428571429,0.1428571429,2,1
DA Warner ,NM Coulter-Nile,0.5714285714,0.1428571429,0,0,0,0.1428571429,0.1428571429,3,1
DA Warner ,NM Coulter-Nile,0.375,0.25,0.25,0,0,0,0.125,3,1
DA Warner ,PP Chawla,0,0.3333333333,0,0,0.3333333333,0,0.3333333333,4,1
DA Warner ,R Ashwin,0.3076923077,0.5384615385,0.0769230769,0,0,0,0.0769230769,4,1
DA Warner ,RG More,0,0.4,0,0,0.4,0,0.2,1,1
DA Warner ,SA Abbott,0,0.25,0.25,0,0.25,0,0.25,1,1
DA Warner ,SK Raina,0.5,0.25,0,0,0,0,0.25,0,1
DA Warner ,SL Malinga,0.2,0.4,0,0,0.2,0,0.2,0,1
DA Warner ,SL Malinga,0.4,0.2,0,0,0.2,0,0.2,0,1
DA Warner ,SP Narine,0.4117647059,0.1176470588,0.2352941176,0,0.0588235294,0.1176470588,0.0588235294,4,1
DA Warner ,SR Watson,0.25,0,0,0,0.5,0,0.25,4,1
DA Warner ,Sandeep Sharma,0.4285714286,0.2857142857,0,0.1428571429,0,0,0.1428571429,2,1
DA Warner ,Sandeep Sharma,0.6315789474,0.0526315789,0,0,0.2631578947,0,0.0526315789,4,1
DA Warner ,TG Southee,0.2,0.4,0,0,0,0.2,0.2,0,1
DA Warner ,UT Yadav,0.5,0,0,0,0.25,0,0.25,4,1
DA Warner ,UT Yadav,0.2222222222,0.3333333333,0.2222222222,0,0,0.1111111111,0.1111111111,4,1
DA Warner ,VR Aaron,0.375,0.125,0,0,0.25,0.125,0.125,0,1
DA Warner ,YK Pathan,0.125,0.5,0,0,0.125,0.125,0.125,0,1
DA Warner ,YS Chahal,0.25,0.25,0,0,0,0.25,0.25,0,1
DA Warner ,YS Chahal,0.125,0.375,0.125,0,0.125,0.125,0.125,0,1
DA Warner ,Z Khan,0.5,0.1666666667,0,0.1666666667,0,0,0.1666666667,4,1
DJ Bravo ,A Ashish Reddy,0,0.75,0,0,0,0,0.25,3,2
DJ Bravo ,A Mishra,0.3333333333,0.3333333333,0,0,0,0,0.3333333333,4,2
DJ Bravo ,AD Russell,0.4444444444,0.3333333333,0,0,0.1111111111,0,0.1111111111,0,2
DJ Bravo ,AD Russell,0.5,0,0,0,0.25,0,0.25,0,2
DJ Bravo ,Ankit Sharma,0.4,0.4,0,0,0,0,0.2,3,2
DJ Bravo ,B Kumar,0.1428571429,0.4285714286,0,0,0.2857142857,0,0.1428571429,2,2
DJ Bravo ,CH Morris,0.1666666667,0.5,0,0,0.1666666667,0,0.1666666667,0,2
DJ Bravo ,CH Morris,0,0.6666666667,0,0,0.1666666667,0,0.1666666667,0,2
DJ Bravo ,DJ Hooda,0,0.25,0.25,0,0.25,0,0.25,1,2
DJ Bravo ,DJ Muthuswami,0.5,0,0,0,0,0,0.5,1,2
DJ Bravo ,GB Hogg,0.375,0.375,0,0,0.125,0,0.125,3,2
DJ Bravo ,GS Sandhu,0.5,0,0,0,0,0.25,0.25,1,2
DJ Bravo ,Harbhajan Singh,0.3333333333,0.5,0,0,0,0,0.1666666667,4,2
DJ Bravo ,Harbhajan Singh,0.25,0.25,0.25,0,0,0,0.25,4,2
DJ Bravo ,Iqbal Abdulla,0.6666666667,0,0,0,0,0,0.3333333333,0,2
DJ Bravo ,J Suchith,0.4,0.2,0,0,0.2,0.1,0.1,3,2
DJ Bravo ,JA Morkel,0.25,0.5,0,0,0,0,0.25,4,2
DJ Bravo ,JP Faulkner,0.3333333333,0.2222222222,0.2222222222,0.1111111111,0,0,0.1111111111,2,2
DJ Bravo ,JP Faulkner,0,0.25,0.25,0,0.25,0,0.25,2,2
DJ Bravo ,KA Pollard,0,0.5,0,0,0,0,0.5,2,2
DJ Bravo ,KA Pollard,0,0,0.25,0,0.25,0.25,0.25,2,2
DJ Bravo ,MA Starc,0.5,0,0.25,0,0,0,0.25,3,2
DJ Bravo ,MA Starc,0,0.3333333333,0,0,0.3333333333,0,0.3333333333,3,2
DJ Bravo ,MA Starc,0.5,0,0,0,0,0,0.5,3,2
DJ Bravo ,MC Henriques,0.5,0.25,0,0,0,0,0.25,0,2
DJ Bravo ,MJ McClenaghan,0.5,0,0,0,0,0.25,0.25,0,2
